0.00, 0.00, -0.21, -0.17
0.00, 0.00, -0.20, -0.16
-2.11, -0.41, -0.20, -0.16
-23.53, -23.85, -0.20, -0.16
-34.43, -28.87, -0.14, -0.11
-29.52, -34.36, -0.14, -0.11
-18.42, -16.12, 0.11, 0.09
-16.68, -22.88, 0.11, 0.09
-28.81, -29.98, -0.07, -0.06
-33.77, -36.32, -0.37, -0.30
-34.55, -34.12, -0.37, -0.30
-36.65, -52.22, -0.86, -0.69
-46.99, -44.11, -0.86, -0.69
-50.87, -55.34, -1.18, -0.94
-53.65, -50.39, -1.66, -1.33
-54.47, -58.13, -1.66, -1.33
-58.46, -59.19, -1.80, -1.44
-58.86, -61.72, -1.80, -1.44
-64.73, -63.81, -2.05, -1.64
-58.59, -59.42, -2.09, -1.67
-62.19, -60.77, -2.09, -1.67
-66.64, -64.07, -2.38, -1.90
-65.34, -61.02, -2.38, -1.90
-64.33, -61.42, -2.28, -1.82
-65.57, -63.78, -2.28, -1.82
-64.18, -61.45, -2.31, -1.85
-63.39, -58.52, -2.19, -1.75
-60.82, -58.37, -2.19, -1.75
-65.22, -62.12, -2.07, -1.66
-64.48, -61.27, -1.70, -1.36
-58.29, -56.13, -1.70, -1.36
-60.36, -56.84, -1.43, -1.14
-60.54, -60.43, -1.43, -1.14
-60.87, -57.98, -0.94, -0.75
-62.04, -58.49, -0.62, -0.50
-59.39, -57.04, -0.62, -0.50
-64.28, -62.96, -0.35, -0.28
-63.11, -61.08, -0.35, -0.28
-58.18, -59.40, -0.10, -0.08
-60.13, -60.83, 0.06, 0.05
-59.20, -60.97, 0.06, 0.05
-64.08, -61.83, 0.03, 0.02
-64.45, -63.28, 0.18, 0.14
-59.67, -63.07, 0.18, 0.14
-61.83, -60.41, 0.02, 0.02
-61.20, -62.99, 0.02, 0.02
-62.13, -64.96, 0.12, 0.10
-62.76, -62.98, -0.25, -0.20
-61.36, -61.22, -0.25, -0.20
-63.37, -62.36, -0.25, -0.20
-59.14, -59.99, -0.25, -0.20
-59.91, -62.27, -0.51, -0.41
-61.31, -61.32, -0.67, -0.54
-57.72, -62.69, -0.67, -0.54
-62.84, -61.50, -0.94, -0.75
-58.02, -60.12, -0.94, -0.75
-59.56, -60.08, -1.03, -0.82
-66.08, -62.56, -1.12, -0.90
-59.80, -61.56, -1.12, -0.90
-61.93, -61.56, -1.10, -0.88
-59.54, -60.07, -1.13, -0.90
-61.05, -60.34, -1.13, -0.90
-64.91, -60.80, -0.99, -0.79
-62.90, -61.82, -0.99, -0.79
EndTime: 2474.00
