0.00, 0.00
0.00, 0.00
1.01, 0.00
15.62, 17.46
15.05, 15.09
12.84, 15.05
19.78, 18.80
18.71, 21.61
26.07, 24.98
34.88, 33.72
36.49, 39.09
42.85, 39.06
46.41, 42.68
37.11, 43.22
56.41, 51.70
44.79, 47.09
56.39, 58.79
58.13, 52.70
42.89, 54.88
63.66, 61.05
58.56, 58.05
61.58, 48.13
60.73, 62.92
51.35, 63.94
68.29, 62.50
63.86, 64.68
64.03, 63.24
66.83, 67.27
65.17, 63.71
65.10, 66.15
66.28, 67.60
66.67, 68.88
66.39, 67.51
67.05, 67.46
70.35, 65.52
67.45, 69.78
64.54, 67.72
68.56, 67.62
65.34, 68.41
67.09, 68.54
65.63, 66.38
65.82, 64.02
65.21, 66.73
63.87, 66.30
65.36, 62.73
64.00, 63.75
64.80, 64.64
65.62, 66.85
63.18, 64.29
66.21, 63.57
64.38, 67.68
66.66, 64.48
67.23, 68.27
67.09, 65.25
65.15, 68.33
66.70, 68.19
69.80, 65.37
66.63, 64.72
66.10, 64.72
68.04, 67.51
66.32, 67.11
64.41, 66.03
67.26, 69.78
67.20, 65.04
65.54, 67.01
65.03, 66.69
64.15, 66.52
65.22, 67.61
64.77, 61.79
68.63, 66.15
63.94, 66.50
66.73, 62.26
64.87, 67.11
65.17, 64.29
66.96, 66.48
66.15, 67.82
67.04, 65.06
64.19, 70.29
66.17, 65.47
66.78, 65.98
65.38, 67.54
End Time: 2500.00
