0.00, 0.00
0.00, 0.00
18.92, 3.97
27.89, 30.95
43.73, 44.64
30.41, 22.78
8.68, 10.34
19.43, 15.26
21.20, 19.37
30.32, 30.52
35.06, 27.15
38.54, 38.40
40.29, 39.06
43.90, 42.81
48.90, 51.99
54.03, 40.66
45.10, 55.17
61.00, 49.21
49.84, 50.11
60.14, 57.82
57.14, 60.75
47.08, 45.17
70.85, 68.86
65.96, 62.76
61.31, 50.87
58.17, 61.88
69.44, 68.70
62.81, 62.71
71.71, 53.48
65.43, 67.92
66.45, 64.93
56.10, 66.25
68.02, 65.37
69.48, 56.39
69.22, 63.35
72.15, 67.34
66.35, 67.16
67.13, 65.29
69.96, 70.15
56.30, 56.40
71.11, 69.55
71.20, 68.48
69.91, 65.25
66.91, 67.46
66.65, 63.42
73.57, 55.20
68.79, 66.35
65.83, 68.94
68.99, 66.33
68.67, 68.13
58.57, 69.41
70.66, 70.55
72.53, 66.64
67.12, 65.02
69.54, 62.37
71.33, 70.17
68.04, 69.41
70.60, 70.19
67.82, 67.80
69.30, 67.12
69.14, 67.52
69.17, 72.22
71.74, 70.37
72.12, 67.39
72.63, 73.32
72.35, 70.01
71.95, 72.24
75.36, 75.42
73.84, 69.98
70.29, 75.76
71.18, 71.70
73.61, 72.41
71.75, 75.66
71.34, 70.56
70.98, 73.60
72.36, 69.08
72.21, 72.42
End Time: 2391.00
