0.00, 0.00
0.00, 0.00
3.92, 1.11
19.59, 15.66
31.07, 17.04
21.27, 12.96
13.96, 9.70
16.39, 3.44
14.27, 18.71
23.08, 15.44
24.91, 23.91
26.84, 29.31
41.36, 35.31
33.37, 29.17
45.76, 44.92
41.40, 40.38
43.54, 34.63
42.79, 47.18
48.55, 46.40
50.40, 46.04
45.25, 45.05
47.27, 46.31
48.36, 51.40
50.79, 49.15
45.67, 48.25
51.43, 49.62
47.60, 50.47
50.61, 49.28
46.40, 49.15
47.19, 49.70
47.80, 49.26
47.20, 47.82
46.13, 48.07
47.86, 47.57
46.21, 45.71
47.91, 47.49
45.11, 44.76
48.28, 48.97
43.61, 48.24
48.92, 44.58
45.05, 46.41
47.86, 47.73
48.54, 48.23
47.74, 47.36
46.46, 42.86
46.53, 51.32
48.21, 46.03
48.11, 51.99
48.24, 43.82
47.99, 48.85
48.63, 48.10
51.58, 47.88
45.37, 46.46
48.37, 47.88
45.70, 50.28
48.47, 45.33
45.90, 48.56
48.23, 48.75
48.90, 46.17
45.39, 47.15
48.67, 47.93
44.62, 49.39
45.85, 47.90
47.83, 47.52
46.79, 44.82
46.20, 45.71
47.97, 48.17
48.43, 46.60
44.69, 47.69
47.19, 45.67
45.51, 47.68
49.37, 49.71
47.60, 44.42
48.60, 48.82
47.37, 45.71
47.30, 48.86
48.27, 44.63
48.10, 45.35
45.13, 48.82
48.79, 48.37
46.35, 47.34
48.22, 46.14
45.39, 47.41
49.23, 47.45
47.14, 48.97
46.14, 45.73
47.67, 46.21
43.73, 47.94
50.23, 46.03
44.16, 48.57
47.77, 45.93
45.87, 47.59
49.56, 44.27
44.78, 46.42
48.78, 48.92
47.70, 46.44
48.28, 49.42
47.00, 44.20
47.75, 47.75
48.65, 47.34
47.94, 47.91
47.55, 47.26
47.45, 46.28
46.08, 50.74
48.60, 46.72
End Time: 3249.00
