0.00, 0.00
0.00, 0.00
5.35, 7.06
29.84, 31.58
37.60, 23.56
23.10, 15.45
11.44, 11.93
19.50, 15.72
22.84, 23.21
30.57, 31.89
34.13, 33.41
39.53, 37.82
40.99, 45.17
49.45, 46.96
41.05, 45.96
55.29, 48.31
52.10, 48.16
52.33, 55.55
58.06, 51.90
54.27, 61.30
64.40, 59.76
55.75, 62.51
66.18, 57.27
60.95, 66.73
65.97, 57.27
65.58, 64.72
61.96, 53.48
72.94, 69.34
67.64, 68.36
62.72, 59.18
65.82, 69.92
60.30, 56.61
68.52, 69.89
68.75, 70.38
67.87, 64.34
67.59, 65.76
70.41, 68.86
64.96, 57.70
63.94, 73.02
76.69, 73.44
69.89, 72.17
64.11, 57.02
65.45, 72.28
73.39, 71.27
70.92, 71.19
64.26, 61.45
71.68, 75.22
74.68, 71.90
67.86, 64.99
70.60, 69.24
71.46, 70.58
76.06, 73.63
71.97, 59.74
71.04, 73.42
64.99, 76.05
72.05, 70.83
77.71, 74.30
75.49, 63.14
72.56, 76.46
71.24, 72.41
67.20, 70.14
79.94, 65.11
75.85, 70.51
72.05, 73.76
72.80, 70.42
61.63, 72.96
70.32, 62.93
73.28, 73.84
72.95, 72.29
66.01, 70.85
68.75, 58.92
77.02, 70.82
74.18, 72.86
73.37, 70.25
57.51, 63.30
72.65, 76.91
79.44, 74.45
End Time: 2373.00
