0.00, 0.00
0.00, 0.00
1.14, 1.94
25.65, 28.31
24.81, 23.88
18.40, 14.45
8.32, 7.16
18.99, 17.04
21.99, 22.13
28.65, 26.95
35.96, 31.52
38.38, 35.53
43.20, 43.01
40.39, 46.18
42.68, 47.45
57.42, 50.97
50.64, 45.78
47.50, 53.55
63.06, 50.71
61.76, 60.68
59.11, 57.45
57.65, 57.37
52.98, 53.53
65.50, 54.97
56.37, 66.50
64.54, 66.62
65.57, 54.88
50.33, 63.08
72.20, 63.93
67.71, 53.96
63.76, 65.98
60.70, 63.71
71.50, 58.38
68.80, 67.68
64.01, 64.18
57.58, 65.67
73.54, 54.59
70.28, 72.40
70.98, 69.02
64.84, 68.39
62.56, 57.36
75.52, 73.27
70.85, 71.80
74.10, 66.22
70.83, 69.23
69.51, 60.21
58.56, 73.74
71.74, 70.66
72.85, 71.38
72.59, 73.22
71.95, 68.72
70.32, 62.19
71.71, 73.50
63.19, 69.75
72.33, 74.68
73.88, 70.68
71.07, 68.20
73.28, 56.37
71.57, 70.90
71.38, 71.16
72.28, 75.04
69.22, 69.02
60.77, 71.37
74.86, 69.90
73.56, 64.22
69.61, 72.92
73.66, 72.09
70.51, 68.13
69.01, 69.97
61.98, 60.60
76.48, 68.16
72.48, 75.00
69.77, 67.30
70.86, 73.85
70.58, 68.42
70.36, 60.43
64.94, 72.56
73.49, 74.01
73.56, 68.45
End Time: 2437.00
