     0,   0, 0.00, 0.00
    15,   0, 0.00, 0.00
    30,   0, 0.42, 0.00
    48,   0, 1.10, 0.00
    63,   0, 7.09, 7.57
    78,   0, 11.96, 15.31
    95,   0, 20.52, 22.02
   111,   0, 27.57, 17.82
   125,   0, 32.97, 12.93
   145, 360, 30.54, 13.97
   160, 360, 21.97, 14.57
   176, 360, 15.47, 11.58
   192, 360, 17.70, 5.02
   209,   0, 12.64, 2.93
   223,   0, 10.20, 19.48
   240,   0, 19.32, 24.85
   256,   0, 19.53, 16.94
   272, 360, 17.63, 24.30
   288, 360, 30.70, 21.51
   306, 360, 26.95, 21.63
   321, 360, 29.72, 31.31
   336, 360, 35.54, 26.09
   351, 360, 29.12, 33.75
   368, 360, 36.49, 35.30
   383, 359, 41.67, 27.74
   398, 359, 39.12, 35.07
   415, 359, 34.16, 39.54
   431, 359, 35.68, 41.76
   446, 359, 43.30, 35.27
   464, 359, 45.97, 37.95
   480, 359, 44.64, 41.29
   496, 359, 45.12, 46.12
   512, 358, 42.81, 43.90
   529, 358, 46.12, 44.02
   544, 358, 49.79, 44.55
   559, 358, 48.97, 44.10
   576, 358, 46.79, 47.46
   591, 358, 49.53, 48.47
   607, 358, 49.70, 46.93
   622, 358, 49.84, 50.72
   638, 357, 49.64, 50.14
   654, 357, 52.26, 50.55
   668, 357, 51.21, 46.45
   684, 357, 49.83, 47.72
   701, 357, 50.54, 50.95
   717, 357, 49.89, 53.33
   733, 357, 51.89, 49.25
   749, 357, 51.47, 47.72
   765, 357, 49.67, 51.69
   780, 357, 51.93, 52.46
   796, 357, 48.95, 48.62
   812, 357, 48.90, 46.72
   828, 357, 50.44, 47.89
   842, 357, 49.67, 50.27
   858, 357, 47.23, 49.46
   875, 357, 45.76, 49.13
   889, 357, 48.00, 46.34
   907, 357, 48.14, 47.87
   924, 357, 47.03, 48.28
   940, 357, 46.50, 48.15
   954, 357, 46.57, 47.22
   971, 357, 45.06, 47.79
   988, 357, 46.01, 49.31
  1003, 358, 46.08, 48.71
  1018, 358, 46.72, 45.16
  1035, 358, 44.86, 45.03
  1051, 358, 46.44, 45.37
  1066, 358, 46.69, 47.22
  1084, 358, 46.65, 48.47
  1100, 358, 44.98, 47.60
  1115, 358, 44.78, 45.90
