0.00, 0.00, -0.23, -0.23
0.00, 0.00, -0.23, -0.23
0.00, 1.95, -0.23, -0.23
14.34, 26.66, -0.23, -0.23
13.88, 19.52, -0.23, -0.23
16.50, 17.69, -0.26, -0.26
18.17, 19.49, -0.26, -0.26
25.86, 24.91, 0.00, 0.00
27.01, 35.11, 0.18, 0.18
34.47, 41.73, 0.18, 0.18
36.38, 47.26, 0.55, 0.55
48.64, 48.55, 0.84, 0.84
51.33, 51.96, 0.84, 0.84
39.97, 48.31, 1.02, 1.02
57.23, 57.12, 1.24, 1.24
54.23, 55.52, 1.24, 1.24
50.37, 61.44, 1.60, 1.60
61.42, 58.90, 1.60, 1.60
57.88, 58.36, 1.99, 1.99
60.84, 59.42, 2.31, 2.31
61.31, 58.50, 2.31, 2.31
52.19, 59.39, 2.49, 2.49
61.51, 60.76, 2.36, 2.36
60.82, 60.28, 2.36, 2.36
62.86, 56.61, 2.12, 2.12
60.67, 59.39, 2.12, 2.12
60.41, 59.19, 2.06, 2.06
64.67, 60.19, 2.01, 2.01
63.12, 58.84, 2.01, 2.01
65.36, 58.76, 1.64, 1.64
62.62, 59.33, 1.28, 1.28
64.50, 60.07, 1.28, 1.28
64.87, 62.62, 0.85, 0.85
63.30, 60.03, 0.85, 0.85
63.96, 57.92, 0.18, 0.18
61.62, 62.39, -0.24, -0.24
63.33, 60.94, -0.24, -0.24
63.66, 59.01, -0.79, -0.79
58.04, 61.18, -1.25, -1.25
60.50, 57.84, -1.25, -1.25
62.51, 59.33, -1.41, -1.41
61.29, 61.29, -1.56, -1.56
56.89, 62.26, -1.56, -1.56
59.60, 62.33, -1.51, -1.51
60.71, 60.60, -1.51, -1.51
57.37, 65.25, -1.32, -1.32
59.94, 61.44, -1.03, -1.03
62.18, 61.89, -1.03, -1.03
58.67, 65.24, -0.48, -0.48
61.38, 62.81, 0.10, 0.10
61.58, 64.39, 0.10, 0.10
58.83, 60.57, 0.56, 0.56
59.83, 63.91, 1.06, 1.06
60.29, 62.12, 1.06, 1.06
62.78, 62.64, 1.47, 1.47
58.60, 58.50, 1.47, 1.47
58.68, 59.26, 1.83, 1.83
62.72, 61.11, 1.99, 1.99
60.09, 61.10, 1.99, 1.99
61.00, 60.48, 1.98, 1.98
62.06, 58.02, 1.87, 1.87
64.20, 58.53, 1.87, 1.87
58.34, 58.47, 1.58, 1.58
62.89, 62.17, 1.22, 1.22
EndTime: 2523.00
