0.00, 0.00, 0.60, 0.30
0.00, 0.00, 0.60, 0.30
1.37, 2.71, 0.56, 0.28
26.02, 21.56, 0.56, 0.28
22.60, 16.23, 0.60, 0.30
15.46, 12.20, 0.92, 0.46
9.32, 18.61, 0.92, 0.46
26.81, 32.04, 1.27, 0.64
28.74, 32.23, 1.71, 0.86
32.04, 33.58, 1.71, 0.86
36.25, 42.08, 2.37, 1.19
40.54, 51.87, 2.37, 1.19
47.01, 36.89, 2.59, 1.30
51.39, 56.57, 2.59, 1.30
52.97, 52.63, 3.13, 1.57
52.04, 57.83, 3.51, 1.76
59.59, 57.76, 3.51, 1.76
58.94, 57.50, 4.08, 2.04
53.62, 60.96, 4.08, 2.04
60.52, 60.78, 4.40, 2.20
59.47, 60.41, 4.83, 2.41
61.55, 61.09, 4.83, 2.41
63.86, 63.41, 5.14, 2.57
60.23, 61.42, 5.14, 2.57
65.14, 59.27, 5.28, 2.64
65.13, 61.71, 5.12, 2.56
65.02, 60.26, 5.12, 2.56
64.50, 59.68, 4.80, 2.40
62.72, 58.22, 4.33, 2.16
64.42, 58.33, 4.33, 2.16
64.25, 57.69, 3.69, 1.85
60.50, 57.61, 2.80, 1.40
65.15, 59.20, 2.80, 1.40
63.39, 56.26, 1.90, 0.95
63.07, 55.62, 1.90, 0.95
60.64, 58.66, 0.79, 0.40
67.26, 58.16, -0.21, -0.10
61.99, 59.33, -0.21, -0.10
61.15, 58.88, -1.10, -0.55
61.41, 59.03, -1.10, -0.55
63.15, 63.03, -1.63, -0.81
59.96, 63.05, -1.95, -0.97
60.36, 61.11, -1.95, -0.97
59.73, 60.75, -1.89, -0.94
63.41, 66.32, -1.60, -0.80
59.71, 64.91, -1.60, -0.80
59.99, 62.79, -1.29, -0.64
60.08, 64.53, -0.79, -0.39
61.55, 60.09, -0.79, -0.39
57.05, 63.27, -0.26, -0.13
60.56, 61.92, -0.26, -0.13
61.63, 63.57, 0.07, 0.04
56.51, 59.66, 0.43, 0.22
59.31, 60.77, 0.43, 0.22
62.30, 61.61, 0.83, 0.42
60.41, 61.61, 0.96, 0.48
62.15, 60.10, 0.96, 0.48
61.96, 61.72, 1.10, 0.55
60.96, 59.37, 1.03, 0.52
60.27, 61.79, 1.03, 0.52
61.61, 57.92, 0.86, 0.43
65.78, 60.10, 0.86, 0.43
59.33, 62.50, 0.64, 0.32
EndTime: 2486.00
